system:index,class,.geo
00000000000000000307,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.221624]}"
00000000000000000308,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.220656]}"
00000000000000000309,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.219688000000001]}"
00000000000000000310,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.218720000000001]}"
00000000000000000311,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.217752]}"
00000000000000000312,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.216784]}"
00000000000000000313,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.215816]}"
00000000000000000314,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.214848]}"
00000000000000000315,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.213880000000001]}"
00000000000000000316,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.212912000000001]}"
00000000000000000317,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.211944]}"
00000000000000000318,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.210976]}"
00000000000000000319,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.210008]}"
00000000000000000320,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.20904]}"
00000000000000000321,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.208072000000001]}"
00000000000000000322,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.207104000000001]}"
00000000000000000323,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.206136]}"
00000000000000000324,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.205168]}"
00000000000000000325,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.2042]}"
00000000000000000326,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.203232]}"
00000000000000000327,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.202264000000001]}"
00000000000000000328,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.201296000000001]}"
00000000000000000329,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.200328]}"
00000000000000000330,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.19936]}"
00000000000000000331,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.198392]}"
00000000000000000332,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.197424]}"
00000000000000000333,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.196456000000001]}"
00000000000000000334,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.195488000000001]}"
00000000000000000335,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.19452]}"
00000000000000000336,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.193552]}"
00000000000000000337,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.192584]}"
00000000000000000338,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.191616]}"
00000000000000000339,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.190648000000001]}"
00000000000000000340,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.189680000000001]}"
00000000000000000341,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.188712]}"
00000000000000000342,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.187744]}"
00000000000000000343,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.186776]}"
00000000000000000344,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.185808]}"
00000000000000000345,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.184840000000001]}"
00000000000000000346,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.183872000000001]}"
00000000000000000347,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.182904]}"
00000000000000000348,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.181936]}"
00000000000000000349,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.180968]}"
00000000000000000350,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.18]}"
00000000000000000351,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.179032000000001]}"
00000000000000000352,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.178064000000001]}"
00000000000000000353,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.177096]}"
00000000000000000354,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.176128]}"
00000000000000000355,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.17516]}"
00000000000000000356,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.174192000000001]}"
00000000000000000357,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.173224000000001]}"
00000000000000000358,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.172256]}"
00000000000000000359,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.171288]}"
00000000000000000360,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.17032]}"
00000000000000000361,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.169352]}"
00000000000000000362,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.168384000000001]}"
00000000000000000363,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.167416000000001]}"
00000000000000000364,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.166448]}"
00000000000000000365,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.16548]}"
00000000000000000366,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.164512]}"
00000000000000000367,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.163544]}"
00000000000000000368,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.162576000000001]}"
00000000000000000369,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.161608000000001]}"
00000000000000000370,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.16064]}"
00000000000000000371,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.159672]}"
00000000000000000372,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.158704]}"
00000000000000000373,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.157736]}"
00000000000000000374,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.156768000000001]}"
00000000000000000375,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.155800000000001]}"
00000000000000000376,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.154832]}"
00000000000000000377,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.153864]}"
00000000000000000378,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.152896]}"
00000000000000000379,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.151928]}"
00000000000000000380,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.150960000000001]}"
00000000000000000381,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.149992000000001]}"
00000000000000000382,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.149024]}"
00000000000000000383,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.148056]}"
00000000000000000384,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.147088]}"
00000000000000000385,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.14612]}"
00000000000000000386,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.145152000000001]}"
00000000000000000387,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.144184000000001]}"
00000000000000000388,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.143216]}"
00000000000000000389,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.142248]}"
00000000000000000390,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.14128]}"
00000000000000000391,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.140312]}"
00000000000000000392,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.139344000000001]}"
00000000000000000393,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.138376000000001]}"
00000000000000000394,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.137408]}"
00000000000000000395,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.13644]}"
00000000000000000396,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.135472]}"
00000000000000000397,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.134504]}"
00000000000000000398,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.133536000000001]}"
00000000000000000399,2,"{""type"":""Point"",""coordinates"":[-39.019476,-12.132568000000001]}"
00000000000000000400,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.3252]}"
00000000000000000401,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.324232]}"
00000000000000000402,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.323264]}"
00000000000000000403,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.322296000000001]}"
00000000000000000404,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.321328000000001]}"
00000000000000000405,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.32036]}"
00000000000000000406,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.319392]}"
00000000000000000407,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.318424]}"
00000000000000000408,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.317456]}"
00000000000000000409,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.316488000000001]}"
00000000000000000410,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.315520000000001]}"
00000000000000000411,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.314552]}"
00000000000000000412,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.313584]}"
00000000000000000413,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.312616]}"
00000000000000000414,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.311648]}"
00000000000000000415,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.310680000000001]}"
00000000000000000416,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.309712000000001]}"
00000000000000000417,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.308744]}"
00000000000000000418,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.307776]}"
00000000000000000419,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.306808]}"
00000000000000000420,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.30584]}"
00000000000000000421,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.304872000000001]}"
00000000000000000422,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.303904000000001]}"
00000000000000000423,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.302936]}"
00000000000000000424,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.301968]}"
00000000000000000425,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.301]}"
00000000000000000426,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.300032]}"
00000000000000000427,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.299064000000001]}"
00000000000000000428,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.298096000000001]}"
00000000000000000429,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.297128]}"
00000000000000000430,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.29616]}"
00000000000000000431,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.295192]}"
00000000000000000432,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.294224]}"
00000000000000000433,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.293256000000001]}"
00000000000000000434,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.292288000000001]}"
00000000000000000435,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.29132]}"
00000000000000000436,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.290352]}"
00000000000000000437,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.289384]}"
00000000000000000438,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.288416]}"
00000000000000000439,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.287448000000001]}"
00000000000000000440,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.286480000000001]}"
00000000000000000441,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.285512]}"
00000000000000000442,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.284544]}"
00000000000000000443,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.283576]}"
00000000000000000444,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.282608]}"
00000000000000000445,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.281640000000001]}"
00000000000000000446,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.280672000000001]}"
00000000000000000447,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.279704]}"
00000000000000000448,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.278736]}"
00000000000000000449,1,"{""type"":""Point"",""coordinates"":[-39.017952,-12.277768]}"
00000000000000000450,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.276800000000001]}"
00000000000000000451,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.275832000000001]}"
00000000000000000452,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.274864]}"
00000000000000000453,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.273896]}"
00000000000000000454,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.272928]}"
00000000000000000455,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.27196]}"
00000000000000000456,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.270992000000001]}"
00000000000000000457,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.270024000000001]}"
00000000000000000458,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.269056]}"
00000000000000000459,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.268088]}"
00000000000000000460,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.26712]}"
00000000000000000461,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.266152]}"
00000000000000000462,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.265184000000001]}"
00000000000000000463,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.264216000000001]}"
00000000000000000464,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.263248]}"
00000000000000000465,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.26228]}"
00000000000000000466,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.261312]}"
00000000000000000467,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.260344]}"
00000000000000000468,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.259376000000001]}"
00000000000000000469,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.258408000000001]}"
00000000000000000470,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.25744]}"
00000000000000000471,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.256472]}"
00000000000000000472,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.255504]}"
00000000000000000473,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.254536]}"
00000000000000000474,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.253568000000001]}"
00000000000000000475,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.252600000000001]}"
00000000000000000476,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.251632]}"
00000000000000000477,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.250664]}"
00000000000000000478,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.249696]}"
00000000000000000479,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.248728]}"
00000000000000000480,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.247760000000001]}"
00000000000000000481,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.246792000000001]}"
00000000000000000482,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.245824]}"
00000000000000000483,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.244856]}"
00000000000000000484,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.243888]}"
00000000000000000485,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.24292]}"
00000000000000000486,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.241952000000001]}"
00000000000000000487,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.240984000000001]}"
00000000000000000488,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.240016]}"
00000000000000000489,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.239048]}"
00000000000000000490,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.23808]}"
00000000000000000491,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.237112]}"
00000000000000000492,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.236144000000001]}"
00000000000000000493,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.235176000000001]}"
00000000000000000494,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.234208]}"
00000000000000000495,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.23324]}"
00000000000000000496,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.232272]}"
00000000000000000497,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.231304]}"
00000000000000000498,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.230336000000001]}"
00000000000000000499,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.229368000000001]}"
00000000000000000500,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.2284]}"
00000000000000000501,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.227432]}"
00000000000000000502,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.226464]}"
00000000000000000503,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.225496000000001]}"
00000000000000000504,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.224528000000001]}"
00000000000000000505,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.22356]}"
00000000000000000506,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.222592]}"
00000000000000000507,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.221624]}"
00000000000000000508,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.220656]}"
00000000000000000509,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.219688000000001]}"
00000000000000000510,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.218720000000001]}"
00000000000000000511,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.217752]}"
00000000000000000512,2,"{""type"":""Point"",""coordinates"":[-39.017952,-12.216784]}"
